key,country,description,designation,points,price,province,region_1,region_2,variety,winery
66871,Argentina,"Opens with roasted fruit notes and an earthy character that qualifies as intriguing. The palate is fresh, wide and healthy, with cassis, blackberry and a hint of rhubarb that adds some edge. Overall this is a solid Cabernet; it finishes long and with coffee and mocha. Drink now into 2010.",Reserva,87,21,Mendoza Province,Maipú,,Cabernet Sauvignon,Luigi Bosca
66888,Argentina,"In this price class, consistency is a virtue, and year after year Santa Julia's Malbec delivers the basics and a little bit more. This wine has some up-front oak to give warmth, lemon and a mocha or root beer quality to the bouquet. The palate revolves around plum and wild berry flavors, and there's no shortage of oak and mint on the finish.",Reserva,87,12,Mendoza Province,Mendoza,,Malbec,Santa Julia
66898,Argentina,"For something a little lighter, more herbal and different than the usual Mendoza heavyweight, this multigrape blend offers aromatic notes of pancetta, herb, fennel and dried cherry along with flavors of blueberry and elderflower. It's light-to-medium in size, with a Rhône-style personality. Drink now.",Tinto,87,10,Mendoza Province,Mendoza,,Red Blend,La Yunta
66932,Argentina,"Chunky, stout and solid on the nose, with round, pure flavors of black cherry and raspberry. The mouthfeel is comfortable and complete, especially for an $11 wine from Argentina. Finishes dry, smooth and slightly spicy; very pleasing in a no-nonsense way.",Reserva,89,11,Mendoza Province,Mendoza,,Cabernet Sauvignon,Santa Julia
66943,Argentina,"Dry and lightly balsamic on the nose, with solid fruit aromas that show a marginal level of stem. The palate is stacked with black cherry and blueberry along with full tannins. The finish, however, is surprisingly silky, with chocolate and coconut flavors. A deep, nice, layered wine that has a lot going for it.",Alzamora,89,30,Other,San Juan,,Malbec,Casa Montes
66955,Argentina,"A three-grape blend of Cab Sauvignon, Cab Franc and Merlot. The nose is rich and mossy, with vanilla and baked fruit aromas. It's big and tannic on the palate, and thus the sweet, semi-baked flavors of black fruit are appropriate. Sticky and tasting of brown sugar on the finish. Rich but good, especially with grilled beef.",Finca Libertad,88,21,Mendoza Province,Mendoza,,Red Blend,Benegas
66992,Argentina,"Dense, rich and encouraging on the nose, with full blackberry flavors and a flush mouthfeel. For Argentine Cab this gets it right much more than wrong. The flavors are fairly well developed and the finish has length.",,86,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Sur de los Andes
66993,Argentina,"Not a bad steak or burger wine given that it offers some kicking acidity to go with sassy cherry and oak-based flavors. This is more of a forward, racy Cabernet. It doesn't lay heavily on the palate; in fact, it's a touch jumpy and staunch despite its oak cask moniker.",Oak Cask,86,11,Mendoza Province,Mendoza,,Cabernet Sauvignon,Trapiche
66994,Argentina,"Having always liked this wine, which is 86% Cab and the rest Malbec and Merlot, the 2002 seems a touch bland and underwhelming. The color is dense and the nose muscular and herbal, but it peters out quickly and shows no signs that it will get better with age. Imported by Quintessential Wines, LLC.",Enzo Bianchi,86,53,Mendoza Province,San Rafael,,Red Blend,Valentin Bianchi
66999,Argentina,"A little loose on the bouquet, with a whiff of sulfur and leather to go with wild berry aromas. In the mouth, it's got an Old World coarseness that turns the flavor profile to pepper and espresso. At 60% Cabernet and 40% Malbec, it's worth the price.",Dos Fincas,86,10,Mendoza Province,Mendoza,,Cabernet Sauvignon-Malbec,Carlos Basso
67004,Argentina,"Leather, dark fruit and citrus peel make for a good nose, while the palate is meaty and a bit heavy as it pours on those classic dark-fruit flavors that Malbec is known for. Best to get at this one now because neither the palate nor the finish shows much acidity. A touch hollow.",Reservado,86,25,Mendoza Province,Mendoza,,Malbec,Viña Amalia
67006,Argentina,"Big and jammy, and all in all it's a solid, good Malbec. Aromas of tar and prune give way to plum and blackberry flavors. On the finish, it's a touch salty and drying, but with food it will be smoother. Good for the money, although limited in depth and complexity.",Reserva,86,11,Mendoza Province,Mendoza,,Malbec,Santa Julia
67013,Argentina,"Solid, ripe and smooth on the nose, then red cherry and raspberry come forward on the zesty, tangy palate. The finish is long and healthy, but a bit monotone in its delivery. Freshness and pop are not lacking in this young Malbec.",,86,12,Mendoza Province,Uco Valley,,Malbec,Finca El Portillo
67017,Argentina,"Finding affordable but good Cab is not an easy chore, so let this solid, smoky wine fit that bill. The nose is like a cowboy campfire, complete with hickory, leather and cured meat. The palate is full-force and tannic, with plum and berry fruit. It may be slightly cooked and not for the long haul; so drink now.",Reserva,86,11,Mendoza Province,Mendoza,,Cabernet Sauvignon,Santa Julia
67018,Argentina,"Clove and other challenging aromas greet you, and never does this blend of Malbec, Cabernet, Bonarda and Merlot get it fully together. The palate seems a little reduced and short on feel, and while it widens and softens on the finish, the ride to get there is bumpy. Expect better in 2005.",Corte B,86,25,Mendoza Province,Mendoza,,Red Blend,Vistalba
67027,Argentina,"Dark in color, with creamy aromas that hint at prune and chocolate. And while the wine is certainly soft and saturated, it isn't overly flabby. Still, it's ultraripe tasting, with rich blackberry and fudge flavors. Nocturnal in style, which is perfect for the jaguar (Yaguareté).",Yaguareté Collection,87,12,Mendoza Province,Mendoza,,Malbec,Chakana
67029,Argentina,"Dark on the nose, with baked black-fruit aromas, graham cracker and charcoal. There's creamy oak on the palate, while the cherry, plum and herb flavors are pleasant. Finishes with fresh-roasted coffee notes and a wave of leftover acidity.",Reserva,87,12,Mendoza Province,Mendoza,,Malbec,Colores del Sol
67035,Argentina,"Airy floral notes and a whiff of strawberry on the nose give this wine a lighter outlook, yet the palate is still fairly full-bodied as it offers ripe blackberry and chocolate flavors. Maybe a touch herbal here and there, but geneally speaking this is a solid, chewy Cabernet. 10,000 cases made.",,87,15,Mendoza Province,Tupungato,,Cabernet Sauvignon,Domaine Jean Bousquet
67039,Argentina,"Despite being a bit fiery on the nose, the aromas of plum and pepper come together and set the stage for solid, well-meaning black cherry and cassis flavors. First and foremost, the wine is healthy and sturdy. Beyond that, don't expect much in the way of richness or complexity.",Saurus Patagonia Select,87,20,Other,Neuquén,,Cabernet Sauvignon,Familia Schroeder
67044,Argentina,"Crisp aromas of wet stones, lime and eau de toilette give this Torrontés the proper air. It's lean and cut in the mouth, with green apple, pear and nectarine flavors coasting on a wave of bracing acidity. Finishes clean as a whistle.",,87,11,Mendoza Province,Mendoza,,Torrontés,Bodega Norton
67049,Argentina,"Rubbery and a bit herbal on the nose, with a smack of rhubarb-like sharpness offset by deeper, more common berry fruit aromas. The palate is chunky and sweet, with meaty plum and blackberry flavors that lead to coffee and mocha on the finish.",,87,14,Mendoza Province,Mendoza,,Malbec,Kaiken
67123,Argentina,"Strong and extracted, and needing a few minutes to settle. The palate is concentrated, dark and chewy, with ripe berry flavors that hint at being medicinal and raisiny but don't fully go there. While this is nothing earth-shattering, for $12 it's complete and should offer mass appeal.",,88,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Lamadrid
67130,Argentina,"Earthy, spicy and rich on the nose, but then quite gritty, tough and tannic on the palate. Flavors of black cherry and dark plum are thick and sweet, while the finish rests on roasted, dark berry fruit. Solid as a rock, warm, baked and sweet.",Grand Reserve Pasionado,88,50,Mendoza Province,Mendoza,,Red Blend,Andeluna
67144,Argentina,"Solid, basic Malbec with plenty of fruit and power. The palate is plump, mildly oaked and tastes of honest plum and blackberry. It's ripe and round, with medium tannins and then spice, licorice and black fruit on the tail. A very good wine with no skipped beats.",Reserva,87,14,Mendoza Province,Mendoza,,Malbec,Tamarí
67145,Argentina,"Tight, rubbery and smoky at first, and then it shows more vanilla and sweet berry fruit after it has opened up. The mouthfeel is nice and fulfilling, while the flavors of black fruit, nutmeg and mild toast are pleasing. Nothing too exotic or out of the ordinary here. Just good red wine at a good price.",,87,12,Mendoza Province,Mendoza,,Syrah,Septima
67146,Argentina,"Mostly it's clean and neutral smelling, but there is a bit of candle wax and peach to the nose as well. The palate is fresh and not too weighty, with melon, sweet apple and honeyed flavors. A solid wine, especially for the price range and origin. Don't expect miracles and it should be pleasing.",,87,10,Mendoza Province,Mendoza,,Chardonnay,Tilia
67149,Argentina,"Ripe, healthy and pure, with familiar aromas and flavors of cassis and berries. In the mouth, it's bright and lively, with plenty of acidity but no sheering, harsh qualities. Finishes well, and as a whole it shouldn't raise any complaints while it may please value hunters and fans of Argentina.",Reserva,87,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Santa Julia
67152,Argentina,"A little jammy and heavy at first, but airing gives it better focus. The palate runs full and lush, with sweet tannins running alongside blackberry, cassis and chocolate flavors. Holds it together on the finish, but overall the wine is more generic than individual.",,87,12,Mendoza Province,Mendoza,,Cabernet Sauvignon,Alamos
67170,Argentina,"A veneer of oak and aromas of root beer greet you, while cherry and raspberry flavors work the palate. It's a lively, tannic wine with a candied, slightly resiny/minty flavor profile and finish. Best with food.",Estate,85,16,Mendoza Province,Luján de Cuyo,,Malbec,Doña Paula
67171,Argentina,"Plum, blackberry and other fruit aromas work the nose, which is light and airy more than deep and concentrated. The palate is also a touch thin for a reserve-level wine, but the fruit is clean and the finish offers both chocolate and black pepper.",Saurus Patagonia Select,85,14,Other,Neuquén,,Cabernet Sauvignon,Familia Schroeder
67174,Argentina,"Starts out good, with menthol and wintergreen dominating the nose. The palate is forward and endowed with a lot of red-fruit flavors, but the mouthfeel lets it down. There's too much bounding acidity and not nearly enough lushness.",Violetas Reserve,85,40,Mendoza Province,Luján de Cuyo,,Malbec,Fincas Don Martino
67176,Argentina,"Mocha, coffee and other oak-based aromas are front and center on the nose. The palate is quite sweet and rich, with cola and dark fruit flavors. Generally speaking this wine has the right qualifications to make a positive impression; it is, however, oaky and on the stewy side. Imported by Kysela Pere et Fils, Ltd.",Winemaker's Selection,85,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Andeluna
